city,lat,lon,timestamp,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3,hour,day,month,day_of_week,aqi_lag_1,aqi_lag_3,aqi_lag_24,aqi_rolling_mean_6,aqi_change_rate,temperature,humidity,pressure,wind_speed,wind_deg,cloudiness,rain_1h
Sukkur,27.7052,68.8574,2026-01-07 22:00:00+00:00,186.3,619.81,0.0,4.22,61.26,0.69,123.91,223.96,3.36,22,7,1,2,185.8,182.5,179.0,182.5333333333334,0.0026910656620021526,,,,,,,
Sukkur,27.7052,68.8574,2026-01-07 23:00:00+00:00,187.1,631.37,0.0,4.29,54.39,0.47,125.33,222.31,2.77,23,7,1,2,186.3,184.5,180.4,184.38333333333335,0.004294149221685362,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 00:00:00+00:00,187.8,644.73,0.0,4.43,48.35,0.35,126.85,221.61,2.43,0,8,1,3,187.1,185.8,181.8,185.6666666666667,0.003741314804917248,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 01:00:00+00:00,188.0,657.31,0.0,4.67,42.52,0.3,127.24,219.33,2.31,1,8,1,3,187.8,186.3,182.9,186.58333333333337,0.0010649627263045187,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 02:00:00+00:00,189.3,692.71,0.0,5.49,37.19,0.39,129.62,224.47,2.38,2,8,1,3,188.0,187.1,184.7,187.38333333333335,0.006914893617021337,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 03:00:00+00:00,190.8,740.03,0.02,6.79,33.01,0.51,132.51,234.86,2.39,3,8,1,3,189.3,187.8,186.7,188.2166666666667,0.00792393026941363,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 04:00:00+00:00,190.9,759.52,0.5,6.61,35.64,0.65,132.79,249.06,2.3,4,8,1,3,190.8,188.0,187.5,188.98333333333338,0.0005241090146750226,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 05:00:00+00:00,190.6,769.03,1.31,5.26,41.36,0.75,132.14,256.21,2.92,5,8,1,3,190.9,189.3,188.0,189.56666666666672,-0.0015715034049241035,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 06:00:00+00:00,190.9,760.02,1.23,4.27,56.21,0.96,132.83,265.77,3.96,6,8,1,3,190.6,190.8,189.2,190.08333333333337,0.0015739769150053063,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 07:00:00+00:00,168.4,468.58,0.17,1.17,118.0,4.96,89.28,185.96,1.95,7,8,1,3,190.9,190.9,177.4,186.81666666666672,-0.1178627553693033,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 08:00:00+00:00,157.0,378.55,0.09,0.65,122.45,4.93,67.12,133.7,1.79,8,8,1,3,168.4,190.6,168.6,181.4333333333334,-0.06769596199524944,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 09:00:00+00:00,152.8,346.45,0.08,0.57,122.52,4.77,59.0,114.38,1.8,9,8,1,3,157.0,190.9,164.4,175.10000000000005,-0.026751592356687826,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 10:00:00+00:00,147.9,332.46,0.08,0.66,121.64,4.6,54.55,102.34,2.15,10,8,1,3,152.8,168.4,161.2,167.93333333333337,-0.032068062827225165,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 11:00:00+00:00,147.2,333.45,0.08,0.9,117.54,4.42,54.28,98.66,2.77,11,8,1,3,147.9,157.0,160.0,160.70000000000002,-0.004732927653820264,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 12:00:00+00:00,149.4,340.39,0.06,1.29,114.04,4.32,55.15,98.26,3.32,12,8,1,3,147.2,152.8,159.9,153.7833333333334,0.01494565217391316,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 13:00:00+00:00,152.5,373.68,0.01,2.62,102.37,3.84,58.44,101.18,4.77,13,8,1,3,149.4,147.9,500.0,151.13333333333335,0.02074966532797854,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 14:00:00+00:00,155.5,430.39,0.0,4.28,87.36,3.17,64.22,108.35,6.87,14,8,1,3,152.5,147.2,164.2,150.88333333333335,0.019672131147540985,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 15:00:00+00:00,158.6,488.04,0.0,5.46,77.16,2.73,70.25,117.13,8.69,15,8,1,3,155.5,149.4,167.9,151.85000000000005,0.01993569131832794,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 16:00:00+00:00,161.3,532.12,0.0,6.11,69.86,2.43,75.5,125.47,9.98,16,8,1,3,158.6,152.5,171.6,154.08333333333337,0.017023959646910575,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 17:00:00+00:00,164.6,576.56,0.0,6.6,64.62,2.24,81.78,136.05,10.84,17,8,1,3,161.3,155.5,176.0,156.98333333333338,0.020458772473651472,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 18:00:00+00:00,167.5,611.47,0.0,7.01,60.03,2.05,87.42,145.76,11.4,18,8,1,3,164.6,158.6,180.1,160.00000000000003,0.017618469015795904,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 19:00:00+00:00,169.3,622.22,0.0,7.08,56.26,1.87,90.92,151.88,11.57,19,8,1,3,167.5,161.3,182.5,162.80000000000004,0.010746268656716487,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 20:00:00+00:00,171.1,630.51,0.0,7.0,53.91,1.82,94.4,157.65,11.92,20,8,1,3,169.3,164.6,184.5,165.40000000000003,0.0106320141760188,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 21:00:00+00:00,172.6,639.83,0.0,6.87,51.79,1.84,97.38,160.57,12.51,21,8,1,3,171.1,167.5,185.8,167.73333333333338,0.008766803039158387,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 22:00:00+00:00,172.7,641.54,0.0,6.74,49.29,1.86,97.45,158.24,12.96,22,8,1,3,172.6,169.3,186.3,169.63333333333335,0.0005793742757821223,,,,,,,
Sukkur,27.7052,68.8574,2026-01-08 23:00:00+00:00,173.0,647.46,0.0,6.63,47.17,1.86,98.02,157.81,13.03,23,8,1,3,172.7,171.1,187.1,171.0333333333334,0.0017371163867979814,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 00:00:00+00:00,173.9,655.27,0.0,6.53,45.58,1.91,99.78,160.07,13.09,0,9,1,4,173.0,172.6,187.8,172.10000000000005,0.005202312138728357,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 01:00:00+00:00,175.4,666.95,0.0,6.52,43.77,2.01,102.78,164.84,13.05,1,9,1,4,173.9,172.7,188.0,173.1166666666667,0.008625646923519264,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 02:00:00+00:00,178.1,699.57,0.0,7.12,40.45,2.06,108.06,175.88,12.27,2,9,1,4,175.4,173.0,189.3,174.2833333333334,0.015393386545039843,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 03:00:00+00:00,181.4,750.09,0.03,8.46,35.34,1.79,114.47,188.03,9.9,3,9,1,4,178.1,173.9,190.8,175.75000000000003,0.018528916339135382,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 04:00:00+00:00,184.0,790.66,1.0,8.19,32.39,1.33,119.41,197.61,6.72,4,9,1,4,181.4,175.4,190.9,177.63333333333335,0.014332965821389163,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 05:00:00+00:00,186.0,811.56,2.06,6.48,36.97,1.36,123.23,207.45,6.73,5,9,1,4,184.0,178.1,190.6,179.80000000000004,0.010869565217391304,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 06:00:00+00:00,188.8,811.34,1.76,5.47,53.21,1.9,128.78,220.29,7.33,6,9,1,4,186.0,181.4,190.9,182.2833333333334,0.015053763440860277,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 07:00:00+00:00,167.4,434.03,0.25,1.53,117.04,8.69,87.27,179.16,2.91,7,9,1,4,188.8,184.0,168.4,180.95000000000005,-0.11334745762711866,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 08:00:00+00:00,161.1,370.74,0.14,0.93,122.4,7.82,75.01,159.38,2.76,8,9,1,4,167.4,186.0,157.0,178.1166666666667,-0.0376344086021506,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 09:00:00+00:00,157.9,342.52,0.11,0.79,123.99,7.54,68.94,148.34,2.78,9,9,1,4,161.1,188.8,152.8,174.20000000000005,-0.019863438857852196,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 10:00:00+00:00,153.4,311.69,0.12,0.91,118.61,6.63,60.22,127.85,3.19,10,9,1,4,157.9,167.4,147.9,169.10000000000002,-0.02849905003166561,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 11:00:00+00:00,152.7,315.91,0.16,1.37,107.91,5.43,58.74,120.12,4.3,11,9,1,4,153.4,161.1,147.2,163.55000000000004,-0.0045632333767928095,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 12:00:00+00:00,152.6,328.74,0.12,2.13,99.26,4.62,58.61,116.76,5.42,12,9,1,4,152.7,157.9,149.4,157.5166666666667,-0.0006548788474131914,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 13:00:00+00:00,153.6,359.81,0.02,3.7,90.19,4.14,60.45,118.16,7.27,13,9,1,4,152.6,153.4,152.5,155.2166666666667,0.006553079947575361,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 14:00:00+00:00,156.2,411.75,0.0,5.27,81.09,3.77,65.63,125.79,9.45,14,9,1,4,153.6,152.7,155.5,154.40000000000003,0.016927083333333297,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 15:00:00+00:00,159.7,466.63,0.0,6.33,74.79,3.53,72.26,136.67,11.43,15,9,1,4,156.2,152.6,158.6,154.70000000000005,0.02240717029449424,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 16:00:00+00:00,163.2,508.34,0.0,6.79,70.02,3.32,79.09,148.92,12.63,16,9,1,4,159.7,153.6,161.3,156.33333333333334,0.021916092673763307,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 17:00:00+00:00,167.3,551.18,0.0,7.09,66.91,3.07,87.06,164.41,13.34,17,9,1,4,163.2,156.2,164.6,158.76666666666668,0.025122549019607983,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 18:00:00+00:00,170.7,583.98,0.0,7.31,63.55,2.66,93.73,177.04,13.16,18,9,1,4,167.3,159.7,167.5,161.78333333333336,0.020322773460848636,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 19:00:00+00:00,172.5,589.97,0.0,7.15,59.06,2.03,97.11,183.02,11.34,19,9,1,4,170.7,163.2,169.3,164.93333333333337,0.010544815465729418,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 20:00:00+00:00,174.3,594.09,0.0,6.75,55.12,1.53,100.65,188.54,9.91,20,9,1,4,172.5,167.3,171.1,167.95000000000005,0.010434782608695719,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 21:00:00+00:00,176.4,604.95,0.0,6.41,51.29,1.21,104.62,194.02,9.12,21,9,1,4,174.3,170.7,172.6,170.73333333333335,0.012048192771084303,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 22:00:00+00:00,177.9,614.6,0.0,6.21,47.15,1.0,107.51,195.21,8.51,22,9,1,4,176.4,172.5,172.7,173.1833333333334,0.008503401360544217,,,,,,,
Sukkur,27.7052,68.8574,2026-01-09 23:00:00+00:00,179.5,627.52,0.0,6.05,43.38,0.81,110.72,198.33,7.48,23,9,1,4,177.9,174.3,173.0,175.2166666666667,0.008993816750983666,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 00:00:00+00:00,181.2,637.21,0.0,5.87,39.98,0.65,113.92,202.45,6.28,0,10,1,5,179.5,176.4,173.9,176.9666666666667,0.009470752089136426,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 01:00:00+00:00,182.8,645.88,0.0,5.76,36.79,0.55,117.05,207.74,5.29,1,10,1,5,181.2,177.9,175.4,178.6833333333334,0.008830022075055314,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 02:00:00+00:00,184.9,669.13,0.0,6.12,33.8,0.59,121.06,214.94,4.95,2,10,1,5,182.8,179.5,178.1,180.45000000000005,0.01148796498905905,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 03:00:00+00:00,186.7,700.03,0.02,6.99,30.95,0.67,124.57,220.27,5.02,3,10,1,5,184.9,181.2,181.4,182.1666666666667,0.009734991887506667,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 04:00:00+00:00,186.7,715.49,0.63,6.9,29.99,0.71,124.72,222.73,5.09,4,10,1,5,186.7,182.8,184.0,183.63333333333335,0.0,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 05:00:00+00:00,186.5,722.84,1.55,5.56,33.8,0.78,124.34,228.22,5.7,5,10,1,5,186.7,184.9,186.0,184.80000000000004,-0.0010712372790572505,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 06:00:00+00:00,187.8,721.57,1.5,4.62,45.7,0.9,126.72,238.75,6.66,6,10,1,5,186.5,186.7,188.8,185.9,0.006970509383378077,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 07:00:00+00:00,178.3,486.73,0.27,1.61,104.48,4.49,108.46,247.45,4.11,7,10,1,5,187.8,186.7,167.4,185.15000000000006,-0.05058572949946752,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 08:00:00+00:00,175.2,436.03,0.15,0.96,113.52,4.61,102.28,237.11,3.94,8,10,1,5,178.3,186.5,161.1,183.5333333333334,-0.01738642736960192,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 09:00:00+00:00,174.4,423.23,0.12,0.8,115.33,4.41,100.88,232.97,4.16,9,10,1,5,175.2,187.8,157.9,181.48333333333335,-0.004566210045662003,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 10:00:00+00:00,171.9,405.01,0.11,0.84,116.29,4.75,95.96,217.99,4.48,10,10,1,5,174.4,178.3,153.4,179.01666666666674,-0.0143348623853211,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 11:00:00+00:00,170.8,398.16,0.11,1.09,111.05,4.54,93.76,207.78,5.04,11,10,1,5,171.9,175.2,152.7,176.40000000000006,-0.006399069226294324,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 12:00:00+00:00,170.8,401.49,0.08,1.55,106.51,4.31,93.94,205.23,5.81,12,10,1,5,170.8,174.4,152.6,173.56666666666672,0.0,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 13:00:00+00:00,172.0,423.89,0.01,2.74,98.26,3.9,96.09,205.94,7.77,13,10,1,5,170.8,171.9,153.6,172.51666666666674,0.007025761124121713,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 14:00:00+00:00,174.0,462.95,0.0,4.02,88.09,3.45,100.04,208.8,10.48,14,10,1,5,172.0,170.8,156.2,172.31666666666672,0.011627906976744186,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 15:00:00+00:00,176.1,502.59,0.0,4.96,81.81,3.34,104.15,212.23,13.24,15,10,1,5,174.0,170.8,159.7,172.60000000000005,0.012068965517241346,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 16:00:00+00:00,177.1,527.07,0.0,5.43,77.29,3.35,106.1,212.79,15.62,16,10,1,5,176.1,172.0,163.2,173.4666666666667,0.0056785917092561046,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 17:00:00+00:00,178.6,552.73,0.0,5.75,74.56,3.31,108.95,216.27,17.24,17,10,1,5,177.1,174.0,167.3,174.76666666666668,0.00846979107848673,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 18:00:00+00:00,179.9,573.85,0.0,6.01,71.88,3.17,111.43,218.37,18.12,18,10,1,5,178.6,176.1,170.7,176.2833333333334,0.00727883538633825,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 19:00:00+00:00,179.9,574.4,0.0,5.93,68.53,2.87,111.45,215.62,18.31,19,10,1,5,179.9,177.1,172.5,177.60000000000005,0.0,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 20:00:00+00:00,180.5,577.38,0.0,5.71,66.48,2.68,112.67,215.97,19.06,20,10,1,5,179.9,178.6,174.3,178.6833333333334,0.0033351862145636147,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 21:00:00+00:00,181.6,582.86,0.0,5.45,64.91,2.62,114.68,218.53,20.12,21,10,1,5,180.5,179.9,176.4,179.60000000000002,0.006094182825484733,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 22:00:00+00:00,182.5,588.04,0.0,5.21,63.59,2.6,116.44,219.13,21.04,22,10,1,5,181.6,179.9,177.9,180.50000000000003,0.004955947136563908,,,,,,,
Sukkur,27.7052,68.8574,2026-01-10 23:00:00+00:00,183.7,597.16,0.0,5.07,62.48,2.57,118.87,222.15,21.5,23,10,1,5,182.5,180.5,179.5,181.35000000000005,0.006575342465753363,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 00:00:00+00:00,185.0,608.32,0.0,5.03,60.66,2.45,121.33,225.45,21.45,0,11,1,6,183.7,181.6,181.2,182.20000000000005,0.007076755579749654,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 01:00:00+00:00,186.4,622.83,0.0,5.09,56.37,2.0,124.05,227.79,18.27,1,11,1,6,185.0,182.5,182.8,183.2833333333334,0.007567567567567599,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 02:00:00+00:00,188.8,657.94,0.0,5.68,50.44,1.48,128.75,229.12,12.53,2,11,1,6,186.4,183.7,184.9,184.6666666666667,0.012875536480686725,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 03:00:00+00:00,191.3,705.22,0.01,6.86,44.15,1.12,133.54,226.32,8.0,3,11,1,6,188.8,185.0,186.7,186.2833333333334,0.013241525423728813,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 04:00:00+00:00,191.4,734.74,0.51,7.14,39.0,0.87,133.73,220.64,4.97,4,11,1,6,191.3,186.4,186.7,187.76666666666668,0.0005227391531625421,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 05:00:00+00:00,191.9,754.52,1.36,5.86,40.19,0.83,134.64,225.59,4.5,5,11,1,6,191.4,188.8,186.5,189.13333333333335,0.002612330198537095,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 06:00:00+00:00,193.4,757.69,1.34,4.77,51.64,0.99,137.62,235.72,5.92,6,11,1,6,191.9,191.3,187.8,190.5333333333334,0.00781657113079729,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 07:00:00+00:00,189.0,545.78,0.24,1.56,111.24,5.52,129.12,250.2,5.25,7,11,1,6,193.4,191.4,178.3,190.9666666666667,-0.022750775594622574,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 08:00:00+00:00,188.7,515.39,0.14,0.98,118.68,5.84,128.46,246.55,5.02,8,11,1,6,189.0,191.9,175.2,190.95000000000005,-0.0015873015873016474,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 09:00:00+00:00,188.9,507.52,0.11,0.84,120.66,5.77,128.9,242.83,5.08,9,11,1,6,188.7,193.4,174.4,190.55000000000004,0.0010598834128246798,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 10:00:00+00:00,187.6,495.62,0.12,0.93,119.85,5.37,126.33,229.27,5.23,10,11,1,6,188.9,189.0,171.9,189.9166666666667,-0.006881948120698842,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 11:00:00+00:00,186.3,491.12,0.13,1.3,113.51,4.48,123.92,217.98,6.01,11,11,1,6,187.6,188.7,170.8,188.98333333333338,-0.006929637526652361,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 12:00:00+00:00,185.7,494.9,0.1,1.93,107.36,3.84,122.76,212.06,6.91,12,11,1,6,186.3,188.9,170.8,187.70000000000005,-0.003220611916264212,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 13:00:00+00:00,186.0,513.58,0.02,3.1,97.9,3.23,123.36,210.09,8.37,13,11,1,6,185.7,187.6,172.0,187.20000000000005,0.0016155088852989304,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 14:00:00+00:00,187.7,547.62,0.0,4.21,87.25,2.66,126.5,211.74,10.12,14,11,1,6,186.0,186.3,174.0,187.0333333333334,0.009139784946236499,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 15:00:00+00:00,189.2,581.7,0.0,5.02,80.35,2.32,129.54,214.09,10.98,15,11,1,6,187.7,185.7,176.1,187.08333333333337,0.007991475759190198,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 16:00:00+00:00,189.3,599.1,0.0,5.43,74.89,2.07,129.61,213.5,11.24,16,11,1,6,189.2,186.0,177.1,187.3666666666667,0.0005285412262157651,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 17:00:00+00:00,190.0,619.14,0.0,5.73,71.35,1.99,131.1,217.21,12.21,17,11,1,6,189.3,187.7,178.6,187.98333333333338,0.0036978341257263,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 18:00:00+00:00,190.9,634.56,0.0,6.01,68.26,1.94,132.75,221.74,13.67,18,11,1,6,190.0,189.2,179.9,188.85000000000002,0.004736842105263188,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 19:00:00+00:00,190.9,631.06,0.0,6.0,65.08,1.83,132.71,223.44,14.95,19,11,1,6,190.9,189.3,179.9,189.6666666666667,0.0,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 20:00:00+00:00,191.3,631.7,0.0,5.88,62.32,1.71,133.47,226.23,15.61,20,11,1,6,190.9,190.0,180.5,190.26666666666674,0.0020953378732320883,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 21:00:00+00:00,191.7,634.08,0.0,5.7,59.76,1.62,134.33,228.81,16.1,21,11,1,6,191.3,190.9,181.6,190.68333333333337,0.0020909566126501686,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 22:00:00+00:00,191.7,634.73,0.0,5.56,57.27,1.54,134.37,227.32,16.78,22,11,1,6,191.7,190.9,182.5,191.08333333333337,0.0,,,,,,,
Sukkur,27.7052,68.8574,2026-01-11 23:00:00+00:00,192.0,637.63,0.0,5.46,55.26,1.48,134.82,226.73,17.74,23,11,1,6,191.7,191.3,183.7,191.4166666666667,0.0015649452269171174,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 00:00:00+00:00,192.3,641.79,0.0,5.41,53.06,1.43,135.43,227.11,18.49,0,12,1,0,192.0,191.7,185.0,191.65,0.0015625000000000593,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 01:00:00+00:00,192.5,647.16,0.0,5.45,49.54,1.31,135.97,228.06,17.57,1,12,1,0,192.3,191.7,186.4,191.9166666666667,0.0010400416016640075,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 02:00:00+00:00,194.0,675.18,0.0,6.07,44.39,1.18,138.74,233.95,14.18,2,12,1,0,192.5,192.0,188.8,192.3666666666667,0.007792207792207792,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 03:00:00+00:00,196.1,718.25,0.02,7.35,38.48,1.11,142.81,241.88,11.46,3,12,1,0,194.0,192.3,191.3,193.10000000000002,0.010824742268041207,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 04:00:00+00:00,196.7,739.45,0.75,7.33,34.53,1.05,144.01,250.12,9.66,4,12,1,0,196.1,192.5,191.4,193.9333333333334,0.0030596634370218985,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 05:00:00+00:00,197.2,747.8,1.69,5.9,37.49,1.06,145.05,262.13,8.81,5,12,1,0,196.7,194.0,191.9,194.80000000000004,0.0025419420437214034,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 06:00:00+00:00,199.0,742.77,1.53,4.92,50.42,1.13,148.38,274.1,8.5,6,12,1,0,197.2,196.1,193.4,195.9166666666667,0.009127789046653203,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 07:00:00+00:00,191.2,511.59,0.32,1.78,106.54,3.63,133.3,263.53,5.09,7,12,1,0,199.0,196.7,189.0,195.70000000000005,-0.039195979899497545,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 08:00:00+00:00,188.6,466.83,0.17,1.08,113.93,3.61,128.24,252.74,4.65,8,12,1,0,191.2,197.2,188.7,194.80000000000004,-0.013598326359832607,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 09:00:00+00:00,187.3,452.35,0.13,0.91,115.36,3.53,125.78,248.72,4.74,9,12,1,0,188.6,199.0,188.9,193.33333333333337,-0.006892895015906591,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 10:00:00+00:00,184.6,437.12,0.13,0.99,115.86,3.33,120.54,236.34,4.84,10,12,1,0,187.3,191.2,187.6,191.3166666666667,-0.014415376401495018,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 11:00:00+00:00,183.9,434.4,0.14,1.34,111.51,3.01,119.23,231.73,5.34,11,12,1,0,184.6,188.6,186.3,189.10000000000002,-0.0037919826652220404,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 12:00:00+00:00,184.6,439.08,0.1,1.98,107.34,2.94,120.49,235.77,5.94,12,12,1,0,183.9,187.3,185.7,186.70000000000005,0.0038064165307231572,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 13:00:00+00:00,186.8,464.38,0.02,3.42,99.72,3.18,124.86,246.32,7.65,13,12,1,0,184.6,184.6,186.0,185.9666666666667,0.01191765980498384,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 14:00:00+00:00,190.5,510.81,0.0,4.93,92.49,3.65,131.91,260.39,10.73,14,12,1,0,186.8,183.9,187.7,186.2833333333334,0.019807280513918567,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 15:00:00+00:00,194.1,558.09,0.0,6.04,88.9,4.24,138.93,275.53,13.84,15,12,1,0,190.5,184.6,189.2,187.4166666666667,0.01889763779527556,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 16:00:00+00:00,196.6,589.46,0.0,6.6,86.68,4.77,143.77,288.64,16.69,16,12,1,0,194.1,186.8,189.3,189.4166666666667,0.012879958784131892,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 17:00:00+00:00,199.6,620.61,0.0,6.93,85.69,5.22,149.72,304.22,19.46,17,12,1,0,196.6,190.5,190.0,192.0333333333334,0.015259409969481181,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 18:00:00+00:00,205.0,643.55,0.0,7.13,84.76,5.54,154.54,315.39,22.12,18,12,1,0,199.6,194.1,190.9,195.43333333333337,0.027054108216432896,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 19:00:00+00:00,205.3,639.17,0.0,6.86,81.86,5.41,154.82,316.68,23.28,19,12,1,0,205.0,196.6,190.9,198.51666666666674,0.001463414634146397,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 20:00:00+00:00,206.2,634.15,0.0,6.37,76.24,4.52,155.78,319.18,21.43,20,12,1,0,205.3,199.6,191.3,201.13333333333335,0.004383828543594629,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 21:00:00+00:00,208.0,635.58,0.0,5.92,69.06,3.13,157.54,320.86,16.58,21,12,1,0,206.2,205.0,191.7,203.45000000000005,0.008729388942774061,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 22:00:00+00:00,208.6,638.04,0.0,5.56,61.27,1.86,158.13,317.24,11.2,22,12,1,0,208.0,205.3,191.7,205.45000000000005,0.0028846153846153575,,,,,,,
Sukkur,27.7052,68.8574,2026-01-12 23:00:00+00:00,210.0,648.54,0.0,5.35,55.25,1.3,159.55,313.8,9.23,23,12,1,0,208.6,206.2,192.0,207.18333333333337,0.006711409395973182,,,,,,,
